cites_id;species_kingdom;species_class;species_family;name;sub_species;scientific_name;cites_status;countries
3687;Animalia;Anthozoa;Faviidae;magnistellata;Montastrea magnistellata;Chevalier, 1972;II;Australia,Bangladesh,Djibouti,Fiji,Indonesia,Japan,Kiribati,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,Vanuatu,Viet Nam
9601;Animalia;Anthozoa;Faviidae;multipunctata;Montastrea multipunctata;Hodgson, 1985;II;Indonesia,Japan,Papua New Guinea,Philippines,Solomon Islands,Vanuatu
11272;Animalia;Anthozoa;Faviidae;salebrosa;Montastrea salebrosa;(Nemenzo, 1959);II;Indonesia,Japan,New Caledonia,Papua New Guinea,Philippines,Solomon Islands,Vanuatu,Viet Nam
4724;Animalia;Anthozoa;Faviidae;serageldini;Montastrea serageldini;Veron, 2000;II;Madagascar,United Republic of Tanzania
9789;Animalia;Anthozoa;Faviidae;valenciennesi;Montastrea valenciennesi;(Milne Edwards & Haime, 1849);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),Djibouti,Guam,Indonesia,Japan,Jordan,Madagascar,Malaysia,Maldives,Marshall Islands,New Caledonia,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,United States Minor Outlying Islands,Vanuatu,Viet Nam
10808;Animalia;Anthozoa;Faviidae;latistellata;Moseleya latistellata;Quelch, 1884;II;Australia,Indonesia,Malaysia,Papua New Guinea,Viet Nam
7346;Animalia;Anthozoa;Faviidae;crispata;Oulastrea crispata;(Lamarck, 1816);II;Australia,China,Hong Kong, SAR,India,Indonesia,Japan,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Viet Nam
11230;Animalia;Anthozoa;Faviidae;bennettae;Oulophyllia bennettae;(Veron, Pichon & Wijsman-Best, 1977);II;Australia,Djibouti,Fiji,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Samoa,Singapore,Solomon Islands,Thailand,Tonga,Vanuatu,Viet Nam
3897;Animalia;Anthozoa;Faviidae;crispa;Oulophyllia crispa;(Lamarck, 1816);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Djibouti,Fiji,Guam,India,Indonesia,Japan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,New Caledonia,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sudan,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,Vanuatu,Viet Nam
9251;Animalia;Anthozoa;Faviidae;levis;Oulophyllia levis;(Nemenzo, 1959);II;Indonesia,Japan,Papua New Guinea,Philippines,Solomon Islands,Viet Nam
6114;Animalia;Anthozoa;Faviidae;sheppardi;Parasimplastrea sheppardi;Veron, 2000;II;Mauritius,Oman,Yemen
4703;Animalia;Anthozoa;Faviidae;acuta;Platygyra acuta;Veron, 2000;II;Fiji,Indonesia,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Seychelles,Solomon Islands,Viet Nam
5075;Animalia;Anthozoa;Faviidae;carnosus;Platygyra carnosus;Veron, 2000;II;Egypt,Madagascar,Malaysia,Sri Lanka,Viet Nam
10673;Animalia;Anthozoa;Faviidae;contorta;Platygyra contorta;Veron, 1990;II;American Samoa,Australia,Indonesia,Japan,New Caledonia,Papua New Guinea,Philippines,Solomon Islands,Vanuatu,Viet Nam
3266;Animalia;Anthozoa;Faviidae;crosslandi;Platygyra crosslandi;(Matthai, 1928);II;Madagascar,Malaysia,Mauritius,United Republic of Tanzania
9887;Animalia;Anthozoa;Faviidae;daedalea;Platygyra daedalea;(Ellis & Solander, 1786);II;American Samoa,Australia,Bahrain,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Christmas Island,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Kiribati,Kuwait,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Qatar,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United Arab Emirates,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
7245;Animalia;Anthozoa;Faviidae;lamellina;Platygyra lamellina;(Hemprich & Ehrenberg, 1834);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Djibouti,Fiji,French Polynesia,Guam,India,Indonesia,Israel,Japan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,Sri Lanka,Sudan,Taiwan, Province of China,Tonga,Tuvalu,United Arab Emirates,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam,Yemen
9152;Animalia;Anthozoa;Faviidae;pini;Platygyra pini;Chevalier, 1975;II;American Samoa,Australia,Bangladesh,China,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,Indonesia,Israel,Japan,Madagascar,Malaysia,Marshall Islands,New Caledonia,Northern Mariana Islands,Papua New Guinea,Philippines,Samoa,Singapore,Solomon Islands,Sudan,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
8200;Animalia;Anthozoa;Faviidae;ryukyuensis;Platygyra ryukyuensis;Yabe & Sugiyama, 1936;II;Australia,Indonesia,Japan,Madagascar,New Caledonia,Papua New Guinea,Philippines,Seychelles,Singapore,Solomon Islands,Taiwan, Province of China,Vanuatu,Viet Nam
9102;Animalia;Anthozoa;Faviidae;sinensis;Platygyra sinensis;(Milne Edwards & Haime, 1849);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cook Islands,Djibouti,Fiji,Guam,Hong Kong, SAR,India,Indonesia,Japan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Samoa,Saudi Arabia,Singapore,Solomon Islands,Sudan,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
6205;Animalia;Anthozoa;Faviidae;verweyi;Platygyra verweyi;Wijsman-Best, 1976;II;Australia,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Viet Nam
11105;Animalia;Anthozoa;Faviidae;yaeyamaensis;Platygyra yaeyamaensis;(Eguchi & Shirai, 1977);II;Indonesia,Japan,New Caledonia,Papua New Guinea,Philippines,Solomon Islands,Viet Nam
4960;Animalia;Anthozoa;Faviidae;devantieri;Plesiastrea devantieri;Veron, 2000;II;Madagascar,Yemen
9384;Animalia;Anthozoa;Faviidae;versipora;Plesiastrea versipora;(Lamarck, 1816);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Kiribati,Kuwait,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,New Zealand,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Réunion,Samoa,Saudi Arabia,Seychelles,Solomon Islands,Somalia,South Africa,Taiwan, Province of China,Thailand,Tuvalu,United Arab Emirates,United States Minor Outlying Islands,Vanuatu,Viet Nam
9724;Animalia;Anthozoa;Faviidae;bournonii;Solenastrea bournonii;Milne Edwards & Haime, 1850;II;Belize,Dominican Republic,Guadeloupe,Honduras,Martinique,Mexico,Montserrat (United Kingdom),Netherlands Antilles,Panama,Puerto Rico,United States of America,Venezuela (Bolivarian Republic of)
5228;Animalia;Anthozoa;Faviidae;hyades;Solenastrea hyades;(Dana, 1846);II;Belize,Guadeloupe,Guatemala,Honduras,Mexico,Panama,United States of America
8230;Animalia;Anthozoa;Flabellidae;nutrix;Blastotrochus nutrix;Milne Edwards & Haime, 1848;II;Indonesia,Japan,Philippines
3345;Animalia;Anthozoa;Flabellidae;raoulensis;Falcatoflabellum raoulensis;Cairns, 1995;II;New Zealand
4574;Animalia;Anthozoa;Flabellidae;alabastrum;Flabellum alabastrum;Moseley, 1873;II;Canada,Ireland,Portugal,Spain,United States of America
8525;Animalia;Anthozoa;Flabellidae;angulare;Flabellum angulare;Moseley, 1876;II;Spain,United States of America
10259;Animalia;Anthozoa;Flabellidae;angustum;Flabellum angustum;Yabe & Eguchi, 1942;II;Japan
5947;Animalia;Anthozoa;Flabellidae;aotearoa;Flabellum aotearoa;Squires, 1964;II;Australia,New Caledonia,New Zealand,Vanuatu
7662;Animalia;Anthozoa;Flabellidae;apertum;Flabellum apertum;Moseley, 1876;II;Brazil,Chile,Japan,New Zealand,Portugal,South Africa,Wallis and Futuna Islands
6451;Animalia;Anthozoa;Flabellidae;arcuatile;Flabellum arcuatile;Cairns, 1999;II;New Zealand,Wallis and Futuna Islands
4806;Animalia;Anthozoa;Flabellidae;areum;Flabellum areum;Cairns, 1982;II;Argentina,Falkland Islands (Malvinas)
4186;Animalia;Anthozoa;Flabellidae;atlanticum;Flabellum atlanticum;Cairns, 1979;II;Bahamas,Cuba,United States of America
6803;Animalia;Anthozoa;Flabellidae;australe;Flabellum australe;Moseley, 1881;II;Australia
5445;Animalia;Anthozoa;Flabellidae;campanulatum;Flabellum campanulatum;Holdsworth, 1862;II;Philippines
7502;Animalia;Anthozoa;Flabellidae;chunii;Flabellum chunii;Marenzeller, 1904;II;Spain
7540;Animalia;Anthozoa;Flabellidae;conuis;Flabellum conuis;Moseley, 1881;II;Australia,Indonesia,Japan,Papua New Guinea,Philippines
8169;Animalia;Anthozoa;Flabellidae;curvatum;Flabellum curvatum;Moseley, 1881;II;Chile,Falkland Islands (Malvinas)
3216;Animalia;Anthozoa;Flabellidae;daphnense;Flabellum daphnense;Durham & Barnard, 1952;II;Ecuador
4102;Animalia;Anthozoa;Flabellidae;deludens;Flabellum deludens;Marenzeller, 1904;II;Australia,India,Indonesia,Japan,New Zealand,Philippines,Seychelles,Sri Lanka,United States of America,Wallis and Futuna Islands
10261;Animalia;Anthozoa;Flabellidae;flexuosum;Flabellum flexuosum;Cairns, 1982;II;Antarctica,South Georgia and South Sandwich Islands (United Kingdom)
4597;Animalia;Anthozoa;Flabellidae;floridanum;Flabellum floridanum;Cairns, 1991;II;Mexico,Panama,United States of America
6698;Animalia;Anthozoa;Flabellidae;folkesoni;Flabellum folkesoni;Cairns, 1998;II;Australia
11097;Animalia;Anthozoa;Flabellidae;gardineri;Flabellum gardineri;Cairns, 1982;II;South Georgia and South Sandwich Islands (United Kingdom)
9859;Animalia;Anthozoa;Flabellidae;hoffmeisteri;Flabellum hoffmeisteri;Cairns & Parker, 1992;II;Australia,Indonesia,New Zealand,Vanuatu
4894;Animalia;Anthozoa;Flabellidae;impensum;Flabellum impensum;Squires, 1962;II;Antarctica
5636;Animalia;Anthozoa;Flabellidae;japonicum;Flabellum japonicum;Moseley, 1881;II;Australia,India,Japan,Madagascar,Philippines
5092;Animalia;Anthozoa;Flabellidae;knoxi;Flabellum knoxi;Ralph & Squires, 1962;II;New Zealand
3200;Animalia;Anthozoa;Flabellidae;lamellulosum;Flabellum lamellulosum;Alcock, 1902;II;Australia,Indonesia,Philippines,United States of America
6961;Animalia;Anthozoa;Flabellidae;lowekeyesi;Flabellum lowekeyesi;Squires & Ralph, 1965;II;Australia,Madagascar,Mozambique,New Zealand
7622;Animalia;Anthozoa;Flabellidae;macandrewi;Flabellum macandrewi;Gray, 1849;II;Ireland,Spain,United Kingdom of Great Britain and Northern Ireland,United States of America
4051;Animalia;Anthozoa;Flabellidae;magnificum;Flabellum magnificum;Marenzeller, 1904;II;Australia,Indonesia,Japan,Malaysia,Philippines
7177;Animalia;Anthozoa;Flabellidae;marcus;Flabellum marcus;Keller, 1974;II;United States of America,Vanuatu
9512;Animalia;Anthozoa;Flabellidae;marenzelleri;Flabellum marenzelleri;Cairns, 1989;II;Australia,Indonesia,Philippines
8149;Animalia;Anthozoa;Flabellidae;messum;Flabellum messum;Alcock, 1902;II;Indonesia,Japan,Kenya,Madagascar,Malaysia,Maldives,Philippines,South Africa,United Republic of Tanzania,United States of America
8748;Animalia;Anthozoa;Flabellidae;moseleyi;Flabellum moseleyi;Pourtalès, 1880;II;Anguilla (United Kingdom),Aruba,Barbados,Colombia,Cuba,Dominica,Grenada,Honduras,Jamaica,Martinique,Mexico,Montserrat (United Kingdom),Netherlands Antilles,Panama,Saint Kitts and Nevis,Saint Vincent and the Grenadines,Trinidad and Tobago,United States of America,Virgin Islands of the USA
4910;Animalia;Anthozoa;Flabellidae;ongulense;Flabellum ongulense;Eguchi, 1965;II;Antarctica
5388;Animalia;Anthozoa;Flabellidae;patens;Flabellum patens;Moseley, 1881;II;Australia,Indonesia,Japan,Philippines
8193;Animalia;Anthozoa;Flabellidae;pavoninum;Flabellum pavoninum;Lesson, 1831;II;Australia,China,India,Indonesia,Japan,New Zealand,Philippines,Republic of Korea,Singapore,United States of America,Vanuatu,Wallis and Futuna Islands
3768;Animalia;Anthozoa;Flabellidae;politum;Flabellum politum;Cairns, 1989;II;Australia,China,Indonesia,Japan,Philippines
6222;Animalia;Anthozoa;Flabellidae;sexcostatum;Flabellum sexcostatum;Cairns, 1989;II;Australia,Philippines
8820;Animalia;Anthozoa;Flabellidae;sibogae;Flabellum sibogae;Gardiner, 1904;II;
8440;Animalia;Anthozoa;Flabellidae;thouarsii;Flabellum thouarsii;Milne Edwards & Haime, 1848;II;Argentina,Falkland Islands (Malvinas)
3820;Animalia;Anthozoa;Flabellidae;transversale;Flabellum transversale;Moseley, 1881;II;Australia,Japan
10662;Animalia;Anthozoa;Flabellidae;tuthilli;Flabellum tuthilli;Hoffmeister, 1933;II;Australia
10063;Animalia;Anthozoa;Flabellidae;vaughani;Flabellum vaughani;Cairns, 1984;II;United States of America
7113;Animalia;Anthozoa;Flabellidae;antarctica;Javania antarctica;(Gravier, 1914);II;Antarctica,South Georgia and South Sandwich Islands (United Kingdom)
10642;Animalia;Anthozoa;Flabellidae;borealis;Javania borealis;Cairns, 1994;II;Japan,United States of America
3367;Animalia;Anthozoa;Flabellidae;cailleti;Javania cailleti;(Duchassaing & Michelotti, 1864);II;Anguilla (United Kingdom),Antigua and Barbuda,Aruba,Bahamas,Barbados,Belize,Brazil,Canada,Cayman Islands (United Kingdom),Chile,Colombia,Costa Rica,Cuba,Dominica,Ecuador,France,Guadeloupe,Guyana,Haiti,India,Jamaica,Japan,Marshall Islands,Mexico,Montserrat (United Kingdom),Morocco,Netherlands Antilles,Nicaragua,Panama,Portugal,Saint Lucia,Saint Vincent and the Grenadines,Spain,Suriname,Trinidad and Tobago,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Virgin Islands of the USA
7525;Animalia;Anthozoa;Flabellidae;californica;Javania californica;Cairns, 1994;II;United States of America
6832;Animalia;Anthozoa;Flabellidae;erhardti;Javania erhardti;Cairns, 2004;II;Indonesia
9533;Animalia;Anthozoa;Flabellidae;exserta;Javania exserta;Cairns, 1995;II;Indonesia,Marshall Islands,Palau,Philippines,United States of America,Vanuatu,Wallis and Futuna Islands
10858;Animalia;Anthozoa;Flabellidae;fusca;Javania fusca;(Vaughan, 1907);II;Australia,Cook Islands,Indonesia,Malaysia,New Zealand,United States of America,Vanuatu,Wallis and Futuna Islands
11157;Animalia;Anthozoa;Flabellidae;insignis;Javania insignis;Duncan, 1876;II;Australia,Indonesia,Israel,Japan,Kiribati,Madagascar,Malaysia,Mozambique,Philippines,Republic of Korea,South Africa,United States of America
9420;Animalia;Anthozoa;Flabellidae;lamprotichum;Javania lamprotichum;(Moseley, 1880);II;Australia,New Zealand,Philippines,United States Minor Outlying Islands,United States of America,Vanuatu,Wallis and Futuna Islands
11015;Animalia;Anthozoa;Flabellidae;pseudoalabastra;Javania pseudoalabastra;Zibrowius, 1974;II;Bahamas,Jamaica,Portugal
4853;Animalia;Anthozoa;Flabellidae;pygmaea;Monomyces pygmaea;(Risso, 1826);II;Algeria,France,Greece,Italy,Spain,Tunisia
4081;Animalia;Anthozoa;Flabellidae;rubrum;Monomyces rubrum;(Quoy & Gaimard, 1833);II;Antarctica,Australia,Fiji,Japan,Maldives,Myanmar,New Zealand,Sri Lanka
8655;Animalia;Anthozoa;Flabellidae;cylindrica;Placotrochides cylindrica;Cairns, 2004;II;Australia
10114;Animalia;Anthozoa;Flabellidae;frustum;Placotrochides frustum;Cairns, 1979;II;Anguilla (United Kingdom),Brazil,Morocco,Saint Vincent and the Grenadines
3508;Animalia;Anthozoa;Flabellidae;minuta;Placotrochides minuta;Cairns, 2004;II;Australia
9345;Animalia;Anthozoa;Flabellidae;scaphula;Placotrochides scaphula;Alcock, 1902;II;Australia,Indonesia,Japan,Madagascar,Malaysia,New Zealand,Philippines,South Africa
10777;Animalia;Anthozoa;Flabellidae;laevis;Placotrochus laevis;Milne Edwards & Haime, 1848;II;Australia,China,India,Indonesia,Philippines,Sri Lanka
4795;Animalia;Anthozoa;Flabellidae;pedicellatus;Placotrochus pedicellatus;Tenison-Woods, 1879;II;Australia
6928;Animalia;Anthozoa;Flabellidae;fragilis;Polymyces fragilis;(Pourtalès, 1868);II;Aruba,Bahamas,Barbados,Brazil,Cayman Islands (United Kingdom),Colombia,Cuba,Mexico,Nicaragua,Panama,Saint Lucia,Saint Vincent and the Grenadines,South Africa,United States of America
3296;Animalia;Anthozoa;Flabellidae;montereyensis;Polymyces montereyensis;(Durham, 1947);II;Mexico,Peru,Russian Federation,United States of America
4405;Animalia;Anthozoa;Flabellidae;wellsi;Polymyces wellsi;Cairns, 1991;II;Australia,Ecuador,Indonesia,New Zealand,Philippines,United States of America,Vanuatu
6700;Animalia;Anthozoa;Flabellidae;flabelliformis;Rhizotrochus flabelliformis;Cairns, 1989;II;Australia,Indonesia,New Zealand,Philippines,Wallis and Futuna Islands
3651;Animalia;Anthozoa;Flabellidae;levidensis;Rhizotrochus levidensis;Gardiner, 1899;II;Australia,New Caledonia,Tuvalu
5737;Animalia;Anthozoa;Flabellidae;niinoi;Rhizotrochus niinoi;Yabe & Eguchi, 1942;II;Japan
5416;Animalia;Anthozoa;Flabellidae;tuberculatus;Rhizotrochus tuberculatus;(Tenison-Woods, 1879);II;Australia
4375;Animalia;Anthozoa;Flabellidae;typus;Rhizotrochus typus;Milne Edwards & Haime, 1848;II;India,Israel,Japan,Malaysia,Palau,Philippines,Singapore,Vanuatu
6710;Animalia;Anthozoa;Flabellidae;aculeatum;Truncatoflabellum aculeatum;(Milne Edwards & Haime, 1848);II;Australia,Indonesia,Philippines,Vanuatu
8852;Animalia;Anthozoa;Flabellidae;angiostomum;Truncatoflabellum angiostomum;(Folkeson, 1919);II;Australia
9942;Animalia;Anthozoa;Flabellidae;angustum;Truncatoflabellum angustum;Cairns & Zibrowius, 1997;II;Australia,Indonesia,New Zealand,Philippines,Vanuatu,Wallis and Futuna Islands
10893;Animalia;Anthozoa;Flabellidae;arcuatum;Truncatoflabellum arcuatum;Cairns, 1995;II;New Zealand
6597;Animalia;Anthozoa;Flabellidae;australiensis;Truncatoflabellum australiensis;Cairns, 1998;II;Australia
4208;Animalia;Anthozoa;Flabellidae;candeanum;Truncatoflabellum candeanum;(Milne Edwards & Haime, 1848);II;China,Indonesia,Japan,Malaysia,Philippines,Vanuatu
4113;Animalia;Anthozoa;Flabellidae;carinatum;Truncatoflabellum carinatum;Cairns, 1989;II;China,Japan
8360;Animalia;Anthozoa;Flabellidae;crassum;Truncatoflabellum crassum;(Milne Edwards & Haime, 1848);II;Philippines
7032;Animalia;Anthozoa;Flabellidae;cumingii;Truncatoflabellum cumingii;(Milne Edwards & Haime, 1848);II;Australia,Indonesia,Philippines
9581;Animalia;Anthozoa;Flabellidae;dens;Truncatoflabellum dens;(Alcock, 1902);II;Indonesia,New Caledonia,New Zealand,Philippines,Vanuatu,Wallis and Futuna Islands
7248;Animalia;Anthozoa;Flabellidae;formosum;Truncatoflabellum formosum;Cairns, 1989;II;Australia,Indonesia,Japan,Mozambique,Philippines,South Africa
10080;Animalia;Anthozoa;Flabellidae;gardineri;Truncatoflabellum gardineri;Cairns, 1993;II;Japan,South Africa
9882;Animalia;Anthozoa;Flabellidae;inconstans;Truncatoflabellum inconstans;(Marenzeller, 1904);II;South Africa
7208;Animalia;Anthozoa;Flabellidae;incrustatum;Truncatoflabellum incrustatum;Cairns, 1989;II;Indonesia,Philippines
8858;Animalia;Anthozoa;Flabellidae;irregulare;Truncatoflabellum irregulare;(Semper, 1872);II;Australia,Indonesia,Philippines
9499;Animalia;Anthozoa;Flabellidae;macroeschara;Truncatoflabellum macroeschara;Cairns, 1998;II;Australia
7098;Animalia;Anthozoa;Flabellidae;martensii;Truncatoflabellum martensii;(Studer, 1878);II;Australia,Vanuatu
10386;Animalia;Anthozoa;Flabellidae;mortenseni;Truncatoflabellum mortenseni;Cairns & Zibrowius, 1997;II;Indonesia,Philippines,Vanuatu,Wallis and Futuna Islands
8814;Animalia;Anthozoa;Flabellidae;multispinosum;Truncatoflabellum multispinosum;Cairns, 1993;II;Madagascar,Mozambique,South Africa,United Republic of Tanzania
4172;Animalia;Anthozoa;Flabellidae;paripavoninum;Truncatoflabellum paripavoninum;(Alcock, 1894);II;Australia,India,Indonesia,Japan,Malaysia,Maldives,New Zealand,Philippines
