cites_id;species_kingdom;species_class;species_family;name;sub_species;scientific_name;cites_status;countries
3690;Animalia;Anthozoa;Faviidae;mammiformis;Echinopora mammiformis;(Nemenzo, 1959);II;Australia,Fiji,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Saudi Arabia,Solomon Islands,Vanuatu
4598;Animalia;Anthozoa;Faviidae;pacificus;Echinopora pacificus;Veron, 1990;II;Australia,Indonesia,Japan,Malaysia,New Caledonia,Papua New Guinea,Philippines,Samoa,Singapore,Solomon Islands,Vanuatu,Viet Nam
11174;Animalia;Anthozoa;Faviidae;robusta;Echinopora robusta;Veron, 2000;II;Sri Lanka
5483;Animalia;Anthozoa;Faviidae;tiranensis;Echinopora tiranensis;Veron, Turak & DeVantier, 2000;II;
5379;Animalia;Anthozoa;Faviidae;flabellata;Erythrastrea flabellata;Scheer & Pillai, 1983;II;Egypt,Israel,Jordan
11200;Animalia;Anthozoa;Faviidae;albidus;Favia albidus;Veron, 2000;II;Egypt,Saudi Arabia
5351;Animalia;Anthozoa;Faviidae;danae;Favia danae;Verrill, 1872;II;Australia,Egypt,Indonesia,Madagascar,Malaysia,Papua New Guinea,Singapore,Solomon Islands,Viet Nam
6031;Animalia;Anthozoa;Faviidae;danai;Favia danai;Milne Edwards & Haime, 1857;II;Australia,Indonesia,Japan,Papua New Guinea,Philippines,Tonga,Tuvalu,Viet Nam
3329;Animalia;Anthozoa;Faviidae;favus;Favia favus;(Forskål, 1775);II;American Samoa,Australia,Bangladesh,Brazil,British Indian Ocean Territory (United Kingdom),China,Djibouti,Egypt,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Mozambique,Myanmar,New Caledonia,Oman,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United Arab Emirates,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam,Yemen
6867;Animalia;Anthozoa;Faviidae;fragum;Favia fragum;(Esper, 1793);II;Bahamas,Barbados,Belize,Bermuda (United Kingdom),Brazil,British Virgin Islands (United Kingdom),Cabo Verde,Cayman Islands (United Kingdom),Colombia,Costa Rica,Cuba,Dominica,Dominican Republic,Equatorial Guinea,Guadeloupe,Haiti,Honduras,Jamaica,Martinique,Mexico,Netherlands Antilles,Nicaragua,Panama,Portugal,Puerto Rico,Saint Lucia,Saint Vincent and the Grenadines,Sao Tome and Principe,Turks and Caicos Islands (United Kingdom),United States of America,Venezuela (Bolivarian Republic of),Virgin Islands of the USA
6939;Animalia;Anthozoa;Faviidae;gravida;Favia gravida;Verrill, 1868;II;Bermuda (United Kingdom),Brazil,Cabo Verde,Mexico,Sao Tome and Principe
11008;Animalia;Anthozoa;Faviidae;helianthoides;Favia helianthoides;Wells, 1954;II;American Samoa,Australia,Egypt,Indonesia,Japan,Madagascar,Malaysia,Marshall Islands,New Caledonia,Papua New Guinea,Philippines,Saudi Arabia,Seychelles,Solomon Islands,Sudan,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,Vanuatu,Viet Nam
9597;Animalia;Anthozoa;Faviidae;lacuna;Favia lacuna;Veron, Turak & DeVantier, 2000;II;Saudi Arabia
9099;Animalia;Anthozoa;Faviidae;laxa;Favia laxa;(Klunzinger, 1879);II;American Samoa,Australia,Djibouti,Egypt,India,Indonesia,Israel,Japan,Jordan,Madagascar,Malaysia,Maldives,Mozambique,New Caledonia,Palau,Papua New Guinea,Philippines,Réunion,Saudi Arabia,Singapore,Solomon Islands,South Africa,Sudan,Taiwan, Province of China,Thailand,United Republic of Tanzania,Viet Nam
9061;Animalia;Anthozoa;Faviidae;leptophylla;Favia leptophylla;Verrill, 1868;II;Brazil
6500;Animalia;Anthozoa;Faviidae;lizardensis;Favia lizardensis;Veron, Pichon & Wijsman-Best, 1977;II;Australia,China,Djibouti,Hong Kong, SAR,Indonesia,Japan,Madagascar,New Caledonia,Papua New Guinea,Philippines,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
4188;Animalia;Anthozoa;Faviidae;maritima;Favia maritima;(Nemenzo, 1971);II;Australia,Djibouti,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Vanuatu,Viet Nam
7965;Animalia;Anthozoa;Faviidae;marshae;Favia marshae;Veron, 2000;II;Indonesia,Japan,Philippines,Solomon Islands
4756;Animalia;Anthozoa;Faviidae;matthaii;Favia matthaii;Vaughan, 1918;II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),Cocos (Keeling) Islands,Cook Islands,Djibouti,Fiji,Guam,Indonesia,Japan,Jordan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Mozambique,New Caledonia,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Réunion,Samoa,Saudi Arabia,Singapore,Solomon Islands,Somalia,South Africa,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
11039;Animalia;Anthozoa;Faviidae;maxima;Favia maxima;Veron, Pichon & Wijsman-Best, 1977;II;Australia,British Indian Ocean Territory (United Kingdom),Fiji,Guam,Indonesia,Japan,Malaysia,New Caledonia,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,Viet Nam
6548;Animalia;Anthozoa;Faviidae;pallida;Favia pallida;(Dana, 1846);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Kuwait,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Qatar,Réunion,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United Arab Emirates,United States Minor Outlying Islands,Vanuatu,Viet Nam
9264;Animalia;Anthozoa;Faviidae;rosaria;Favia rosaria;Veron, 2000;II;Indonesia,Malaysia,Papua New Guinea,Solomon Islands,Viet Nam
7083;Animalia;Anthozoa;Faviidae;rotumana;Favia rotumana;(Gardiner, 1899);II;American Samoa,Australia,China,Cook Islands,Djibouti,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Japan,Jordan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mozambique,New Caledonia,Northern Mariana Islands,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Réunion,Saudi Arabia,Singapore,Solomon Islands,South Africa,Taiwan, Province of China,Thailand,Tonga,Tuvalu,Viet Nam
7803;Animalia;Anthozoa;Faviidae;rotundata;Favia rotundata;(Veron, Pichon & Wijsman-Best, 1977);II;Australia,Djibouti,Egypt,Fiji,Indonesia,Israel,Japan,Malaysia,Marshall Islands,New Caledonia,Papua New Guinea,Philippines,Saudi Arabia,Singapore,Solomon Islands,Sudan,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
10711;Animalia;Anthozoa;Faviidae;speciosa;Favia speciosa;(Dana, 1846);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,United States of America,Vanuatu,Viet Nam
10983;Animalia;Anthozoa;Faviidae;stelligera;Favia stelligera;(Dana, 1846);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,India,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,New Caledonia,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sudan,Taiwan, Province of China,Thailand,Tonga,United States Minor Outlying Islands,United States of America,Vanuatu,Viet Nam
5544;Animalia;Anthozoa;Faviidae;truncatus;Favia truncatus;Veron, 2000;II;Australia,Guam,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Solomon Islands,Viet Nam
9951;Animalia;Anthozoa;Faviidae;veroni;Favia veroni;Moll & Best, 1984;II;Australia,Egypt,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Vanuatu,Viet Nam
8509;Animalia;Anthozoa;Faviidae;vietnamensis;Favia vietnamensis;Veron, 2000;II;Australia,Indonesia,Japan,Viet Nam
9015;Animalia;Anthozoa;Faviidae;wisseli;Favia wisseli;Scheer & Pillai, 1983;II;Sudan
9294;Animalia;Anthozoa;Faviidae;abdita;Favites abdita;(Ellis & Solander, 1786);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
10603;Animalia;Anthozoa;Faviidae;acuticollis;Favites acuticollis;(Ortmann, 1889);II;Egypt,Indonesia,Japan,Malaysia,New Caledonia,Philippines,Solomon Islands,Sri Lanka,Taiwan, Province of China,Vanuatu,Viet Nam
10744;Animalia;Anthozoa;Faviidae;bestae;Favites bestae;Veron, 2000;II;Indonesia,Malaysia,Philippines,Solomon Islands,Viet Nam
9712;Animalia;Anthozoa;Faviidae;chinensis;Favites chinensis;(Verrill, 1866);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Djibouti,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Mozambique,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Saudi Arabia,Singapore,Solomon Islands,Somalia,South Africa,Taiwan, Province of China,Tonga,Vanuatu,Viet Nam
5450;Animalia;Anthozoa;Faviidae;complanata;Favites complanata;(Hemprich & Ehrenberg, 1834);II;American Samoa,Australia,Djibouti,Egypt,Fiji,French Polynesia,Guam,India,Indonesia,Israel,Japan,Jordan,Madagascar,Malaysia,Maldives,Mozambique,New Caledonia,Papua New Guinea,Philippines,Réunion,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sudan,Taiwan, Province of China,Tonga,United Republic of Tanzania,Vanuatu,Viet Nam
5720;Animalia;Anthozoa;Faviidae;flexuosa;Favites flexuosa;(Dana, 1846);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cook Islands,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mozambique,New Caledonia,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sudan,Taiwan, Province of China,Thailand,Tonga,United States Minor Outlying Islands,Vanuatu,Viet Nam
10007;Animalia;Anthozoa;Faviidae;halicora;Favites halicora;(Hemprich & Ehrenberg, 1834);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Djibouti,Egypt,Fiji,Guam,India,Indonesia,Israel,Japan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mozambique,Myanmar,New Caledonia,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
5813;Animalia;Anthozoa;Faviidae;micropentagona;Favites micropentagona;Veron, 2000;II;Indonesia,Japan,Madagascar,Papua New Guinea,Philippines,Solomon Islands,Viet Nam
11013;Animalia;Anthozoa;Faviidae;paraflexuosa;Favites paraflexuosa;Veron, 2000;II;Fiji,Indonesia,Madagascar,New Caledonia,Papua New Guinea,Philippines,Singapore,Solomon Islands,Viet Nam
3165;Animalia;Anthozoa;Faviidae;pentagona;Favites pentagona;(Esper, 1790);II;Australia,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Kuwait,Madagascar,Malaysia,Maldives,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Papua New Guinea,Philippines,Réunion,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Taiwan, Province of China,Thailand,Tonga,United Arab Emirates,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
10226;Animalia;Anthozoa;Faviidae;peresi;Favites peresi;Faure & Pichon, 1978;II;British Indian Ocean Territory (United Kingdom),Djibouti,Egypt,Israel,Jordan,Madagascar,Mauritius,Mozambique,Oman,Réunion,Saudi Arabia,South Africa,Sudan,United Republic of Tanzania
5677;Animalia;Anthozoa;Faviidae;russelli;Favites russelli;(Wells, 1954);II;American Samoa,Australia,Fiji,French Polynesia,Guam,Indonesia,Japan,Kiribati,Madagascar,Malaysia,Marshall Islands,Mauritius,New Caledonia,Papua New Guinea,Philippines,Samoa,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
8128;Animalia;Anthozoa;Faviidae;spinosa;Favites spinosa;(Klunzinger, 1879);II;Djibouti,Indonesia,Madagascar,Maldives,Mauritius,Papua New Guinea,Seychelles,Sri Lanka,Viet Nam
8900;Animalia;Anthozoa;Faviidae;stylifera;Favites stylifera;Yabe & Sugiyama, 1937;II;Indonesia,Japan,Malaysia,Papua New Guinea,Philippines,Solomon Islands
5790;Animalia;Anthozoa;Faviidae;vasta;Favites vasta;(Klunzinger, 1879);II;French Polynesia,Indonesia,Madagascar,Papua New Guinea,Solomon Islands,United Republic of Tanzania,Viet Nam
4026;Animalia;Anthozoa;Faviidae;aspera;Goniastrea aspera;Verrill, 1866;II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cook Islands,Djibouti,Fiji,Guam,Hong Kong, SAR,Indonesia,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Mauritius,Mozambique,Myanmar,New Caledonia,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Singapore,Solomon Islands,Somalia,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
4068;Animalia;Anthozoa;Faviidae;australensis;Goniastrea australensis;(Milne Edwards & Haime, 1857);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),Christmas Island,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Indonesia,Japan,Madagascar,Malaysia,Mauritius,Mozambique,New Caledonia,New Zealand,Norfolk Island,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
10550;Animalia;Anthozoa;Faviidae;columella;Goniastrea columella;Crossland, 1948;II;Madagascar,South Africa,Yemen
4216;Animalia;Anthozoa;Faviidae;deformis;Goniastrea deformis;Veron, 1990;II;Japan,Philippines
3800;Animalia;Anthozoa;Faviidae;edwardsi;Goniastrea edwardsi;Chevalier, 1972;II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),Djibouti,Fiji,Guam,Indonesia,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mozambique,New Caledonia,Papua New Guinea,Philippines,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sudan,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
5060;Animalia;Anthozoa;Faviidae;favulus;Goniastrea favulus;(Dana, 1846);II;American Samoa,Australia,China,Djibouti,Fiji,India,Indonesia,Japan,Malaysia,Maldives,Mauritius,New Caledonia,Norfolk Island,Papua New Guinea,Philippines,Singapore,Solomon Islands,Taiwan, Province of China,Tonga,United States Minor Outlying Islands,Vanuatu,Viet Nam
10357;Animalia;Anthozoa;Faviidae;minuta;Goniastrea minuta;Veron, 2000;II;American Samoa,Australia,Fiji,Indonesia,Madagascar,New Caledonia,Papua New Guinea,Seychelles,Singapore,Viet Nam
3042;Animalia;Anthozoa;Faviidae;palauensis;Goniastrea palauensis;(Yabe & Sugiyama, 1936);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),Djibouti,Indonesia,Japan,Madagascar,Malaysia,New Caledonia,Palau,Papua New Guinea,Philippines,Réunion,Seychelles,Singapore,Solomon Islands,Thailand,Viet Nam
11270;Animalia;Anthozoa;Faviidae;pectinata;Goniastrea pectinata;(Hemprich & Ehrenberg, 1834);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,India,Indonesia,Israel,Japan,Jordan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,New Caledonia,New Zealand,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sudan,Taiwan, Province of China,Thailand,Tonga,United States Minor Outlying Islands,Vanuatu,Viet Nam
9101;Animalia;Anthozoa;Faviidae;ramosa;Goniastrea ramosa;Veron, 2000;II;Indonesia,Papua New Guinea,Solomon Islands
6343;Animalia;Anthozoa;Faviidae;retiformis;Goniastrea retiformis;(Lamarck, 1816);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Christmas Island,Djibouti,Egypt,Fiji,Guam,India,Indonesia,Israel,Japan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
7251;Animalia;Anthozoa;Faviidae;thecata;Goniastrea thecata;Veron, DeVantier & Turak, 2000;II;Madagascar,Yemen
7213;Animalia;Anthozoa;Faviidae;aequalis;Leptastrea aequalis;Veron, 2000;II;Australia,Cocos (Keeling) Islands,Indonesia,Madagascar
8752;Animalia;Anthozoa;Faviidae;bewickensis;Leptastrea bewickensis;Veron, Pichon & Wijsman-Best, 1977;II;American Samoa,Australia,Egypt,Fiji,Indonesia,Japan,Mauritius,New Caledonia,New Zealand,Papua New Guinea,Philippines,Samoa,Thailand,Viet Nam
6918;Animalia;Anthozoa;Faviidae;bottae;Leptastrea bottae;(Milne Edwards & Haime, 1849);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,French Polynesia,Guam,India,Indonesia,Israel,Japan,Jordan,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Mozambique,New Caledonia,Papua New Guinea,Réunion,Saudi Arabia,Seychelles,Solomon Islands,South Africa,Sudan,Tuvalu,United States of America,Viet Nam
3160;Animalia;Anthozoa;Faviidae;inaequalis;Leptastrea inaequalis;Klunzinger, 1879;II;Australia,Djibouti,Indonesia,Japan,Jordan,Kenya,Malaysia,Maldives,New Caledonia,Oman,Papua New Guinea,Philippines,Saudi Arabia,Seychelles,Solomon Islands,United States of America,Vanuatu,Viet Nam
7156;Animalia;Anthozoa;Faviidae;pruinosa;Leptastrea pruinosa;Crossland, 1952;II;Afghanistan,Australia,Bangladesh,China,Cocos (Keeling) Islands,Egypt,Fiji,Guam,Hong Kong, SAR,Indonesia,Japan,Kiribati,Madagascar,Malaysia,Mauritius,New Caledonia,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,Vanuatu,Viet Nam
5180;Animalia;Anthozoa;Faviidae;purpurea;Leptastrea purpurea;(Dana, 1846);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),Chile,China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Taiwan, Province of China,Thailand,Tuvalu,United Republic of Tanzania,United States Minor Outlying Islands,United States of America,Vanuatu,Viet Nam
5037;Animalia;Anthozoa;Faviidae;transversa;Leptastrea transversa;Klunzinger, 1879;II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),Cocos (Keeling) Islands,Cook Islands,Egypt,Fiji,French Polynesia,Guam,India,Indonesia,Israel,Japan,Jordan,Kenya,Kiribati,Kuwait,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Mozambique,Myanmar,New Caledonia,Oman,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Singapore,Solomon Islands,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United Arab Emirates,United States Minor Outlying Islands,Vanuatu,Viet Nam,Yemen
6809;Animalia;Anthozoa;Faviidae;irregularis;Leptoria irregularis;Veron, 1990;II;Australia,Indonesia,Japan,Papua New Guinea,Philippines
10687;Animalia;Anthozoa;Faviidae;phrygia;Leptoria phrygia;(Ellis & Solander, 1786);II;American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Christmas Island,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,India,Indonesia,Israel,Japan,Kenya,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,New Zealand,Northern Mariana Islands,Oman,Palau,Papua New Guinea,Philippines,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam
8388;Animalia;Anthozoa;Faviidae;areolata;Manicina areolata;(Linnaeus, 1758);II;Bahamas,Barbados,Belize,Bermuda (United Kingdom),British Virgin Islands (United Kingdom),Cayman Islands (United Kingdom),Colombia,Costa Rica,Cuba,Dominican Republic,Guadeloupe,Guatemala,Honduras,Jamaica,Martinique,Mexico,Netherlands Antilles,Nicaragua,Panama,Puerto Rico,Saint Lucia,Turks and Caicos Islands (United Kingdom),United States of America,Venezuela (Bolivarian Republic of),Virgin Islands of the USA
11134;Animalia;Anthozoa;Faviidae;annularis;Montastrea annularis;(Ellis & Solander, 1786);II;Bahamas,Barbados,Belize,Bermuda (United Kingdom),British Virgin Islands (United Kingdom),Cayman Islands (United Kingdom),Colombia,Costa Rica,Cuba,Dominica,Dominican Republic,Guadeloupe,Guatemala,Haiti,Honduras,Jamaica,Martinique,Mexico,Netherlands Antilles,Nicaragua,Panama,Puerto Rico,Saint Lucia,Sao Tome and Principe,Trinidad and Tobago,Turks and Caicos Islands (United Kingdom),United States of America,Venezuela (Bolivarian Republic of),Virgin Islands of the USA
3427;Animalia;Anthozoa;Faviidae;annuligera;Montastrea annuligera;(Milne Edwards & Haime, 1850);II;American Samoa,Australia,Cook Islands,Djibouti,Fiji,India,Indonesia,Japan,Jordan,Kenya,Madagascar,Malaysia,Maldives,Mozambique,New Caledonia,Papua New Guinea,Philippines,Réunion,Saudi Arabia,Seychelles,Singapore,Solomon Islands,South Africa,Sri Lanka,Taiwan, Province of China,Tonga,Vanuatu,Viet Nam
10845;Animalia;Anthozoa;Faviidae;cavernosa;Montastrea cavernosa;(Linnaeus, 1767);II;Bahamas,Barbados,Belize,Bermuda (United Kingdom),Brazil,British Virgin Islands (United Kingdom),Cayman Islands (United Kingdom),Colombia,Costa Rica,Cuba,Dominica,Dominican Republic,Equatorial Guinea,Guadeloupe,Guatemala,Haiti,Honduras,Jamaica,Martinique,Mexico,Montserrat (United Kingdom),Netherlands Antilles,Nicaragua,Panama,Puerto Rico,Saint Lucia,Sao Tome and Principe,Turks and Caicos Islands (United Kingdom),United States of America,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA
6245;Animalia;Anthozoa;Faviidae;colemani;Montastrea colemani;Veron, 2000;II;Guam,Indonesia,Japan,Madagascar,Papua New Guinea,Philippines,Singapore,Solomon Islands,Viet Nam
4883;Animalia;Anthozoa;Faviidae;curta;Montastrea curta;(Dana, 1846);II;American Samoa,Australia,Bangladesh,British Indian Ocean Territory (United Kingdom),China,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Fiji,French Polynesia,Guam,Hong Kong, SAR,Indonesia,Japan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Mauritius,Micronesia (Federated States of),Mozambique,New Caledonia,New Zealand,Norfolk Island,Northern Mariana Islands,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Réunion,Samoa,Saudi Arabia,Singapore,Solomon Islands,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United States Minor Outlying Islands,Vanuatu,Viet Nam
4255;Animalia;Anthozoa;Faviidae;faveolata;Montastrea faveolata;(Ellis & Solander, 1786);II;Bahamas,Belize,Costa Rica,Cuba,Dominica,Guadeloupe,Guatemala,Honduras,Jamaica,Mexico,Netherlands Antilles,Panama,Puerto Rico,Turks and Caicos Islands (United Kingdom),United States of America,Venezuela (Bolivarian Republic of)
5780;Animalia;Anthozoa;Faviidae;franksi;Montastrea franksi;(Gregory, 1895);II;Bahamas,Belize,Bermuda (United Kingdom),Costa Rica,Cuba,Dominica,Dominican Republic,Guadeloupe,Guatemala,Honduras,Jamaica,Mexico,Netherlands Antilles,Panama,Turks and Caicos Islands (United Kingdom)
